username,tweet
hafizmood,father died covid19 came the hospital for cancer treatment tested negative few days later tested positive after the doctor who drew his blood was positive never left now can’ sleep thinking how things could’ been different things still can 
aizatsh_,gov should listen the people and experts manage the crises with immediate results get things under control stop double standard treatment ’ too late say and all these resignation with peaceful transition power the best solution 
hannziq,kempen bantu ktrg express rasa bengang dgn pentadbiran yang gagal 
nowthisisrita,turn off lah bila ahli politik pembangkang pun nak bersolidariti dgn rakyat you just hijacking our movement and turn this into political sabbath still remembered how you guys did not stand when neccessary 
ammarrzaimy,kain hitam tak cukup viral pun tak cukup sepatutnya ada aktiviti tunjuk perasaan mogok lapar baru dorg nampak dorg buat buat tak nampak just bodoh nak mampus 
mzhafranaslam,thank you 
tifzlan_,why with the here’ thread progress ’ been compiling try and document all the ways the illegitimate government under the failed leadership killing 
mysnaira1,pengecut ingat kami apa dengan pun takut dasar 
butterflywerld,diam  
ehsanaiman,harini saya dengan muka saya kena berkebun seharian hitam sia… 
afafasyrafaor,the rakyat are always watching you all 
eykaa_,solidarity with  bcs our govt truly 
charsiewderhaka,picture just look profile pic 
mandzakic,kalau ada hari mesti dia berbangga dengan rakyat malaysia pada hari ini sebab hari hari rakyat malaysia pemerintah 
zamhariz18,amen this  
shilasuhaimi,malas nna act cool tapi mmg chill 
artzzam,rakyat dah mula tak suka kat korang turun letak jawatan dahla ada yang tetiba dapat naik pangkat time time camni shit gila kalau reti buat kerja takpe juga rakyat dah penat dengan korang ayuh 
auntymarx,who gets away with this who gave instructions purposely endanger lives the people living here the name lockdown 
aizatsh_,though very typical for government anywhere deploy legal and security measures get things under control ‘ restore order’ believe this short term public anger remains can reignite 
_aidanaidan_,menyusahkan rakyat cemana  kami semua berkurung kat rumah  yang dipaksa masuk kerja kat kilang pun atas arahan majikan kalau tak ikut takde duit nak makan  kalau gomen bagi bantuan buat kerja betul betul takde keperluan pun kami 
tul4ng,louder louder louder “kami mahasiswa malaysia bersumpah bertanah air satu tanah air tanpa penindasan ” semoga suara ini hadir memecah buntu 
lcsmxms,satu satunya bendera hitam lorong rumah saya tapi selepas kibar beberapa jiran beritahu mereka pun mahu kibar juga nanti bendera diperbuat dari shawl ereka jusoph dengan pesanan penaja isteri you nanti ganti balik shawl 
iamhafizulfaiz,semasa pas kata itu tandanya manusia lemah dan mengalah baru mereka nak sebarkan naratif itu kepada penyokong penyokong kita bagi pula dan 
saratician, enough enough let our small part solidarity 
mirfdaus,bangun tidur housemate terus ajak pasang 
afafasyrafaor,pak menteri right now pemulih bagi dah sinar bagi dah citra bagi dah mesti akan keluaq ayaq 
spicekween,allah emosinya aku tengok  zalim bodoh 
thefiqrishuib7,became what become because injustice don speak out feel like betraying the essence why become what became but only cog wheel thus what can pray that allah saves all from all the injustice enduring rite now 
_iamfrommars,rakyat rakyat teraniaya  
bainughi,keep faith kind and stay angry 
onenickalas,voicing discontent against failed unelected government sedition gtfo  
firdausazman52,demi negara demi rakyat susah black shirt with malaysia flag tetap terus lawan kezaliman terhadap rakyat lawan penguatkuasa zalim terhadap rakyat 
ikram_masiri,disclaimer solidariti dan aku sebagai rakyat bukan solidariti sebagai sebahagian pembangkang harapan 
dausx__,suara marhaen  
ariffin____,assmin looking twitter trending 
deuxtweeting,where our freedom speech 
mytheorem,polis takyah bazir tenaga nak siasat dan banyak lagi kes lain tak habis siasat takyah nak bazir resource bukannya rakyat turun jalan pun 
mjeongyb,know this stan acc and shouldn bring politics here but country and the people comes first spread the news fighting back  
thalhahhazni,hari ini bendera esok bergambar berbaju hitam dpn markas pas onz tetap lawan 
afafasyrafaor,sesuai bukan dengan political climate malaysia sekarang 
nicoletan19,how not support when your wardrobe black shirts lmao
v3n0mv7,for 200k terus bro syah  
lareinalenea,but raining now lol 
ferozfifie,satu rumah kaler hitam need bendera 
upathecatlady,rarely vocal but the incompetency obvious and too much 
koukoupou,ape2 jelah jiwa jangan hamba pada manusia celaka 
blackened84,dah sacrifice dah  tetap lawan 
notsyaknotme,diorang nak 
jhobist,you led our nation without our approval have the right kick you out without your approval 
khawasake,die for the government die for the country that’ shit 
husna_hamran,banyak duit dah dirugikan bayar menteri menteri tak guna dah lah ramai pulak rakyat pulak kelaparan menteri sibuk nak sekolahkan anak kat luar negara apa jadi dengan malaysia 
aimanaslamxxv,sedap betul aku tengok dah lebih 100k 
kkrish_kumar22,tengok apa nak keluar dan  kah  
fxxxxxxixxxtx,show your support  malaysian deserve better ❤️
azrlarff,kita  
jobhojack,fight for our right and future  
frkhnshmt,day day politicians only give the bullshit statement 
mhdizzuddin,demi cinta yang suci rela korbankan kepentingann dirii wooo nasyid unic gitteww 
izwanxnasir,that face  
cheapremebrand,just bgtau tengah warna kelabu tahi anjing yang sudah kering bukan putih suci bukan kelabu asap available from 
ozzyduii,power people 
yukimohdyusoff,bagus nak tapi pastikan kita dan kawan kawan dah registered sebagai pengundi sbb dekat situ adalah medan yang sebenar 
sirsazly,boleh … insyallah 
notamanusia,lukisan sempena inspired from otandco 
azizi_azizan,bukan melawan covid dah cara more like melawan kebodohan pemerintah  
softlildan,malaysia free era when  
lareinalenea,ada dementor 
fshaziq,sebab lah maleh aku nak main ramai benor bengang penjilat tegar dia punya ayat dok hantam orang lain support angkat bendera hitam macam takdak pedoman dah woi orang tua kau duduk kampung kawasan bendang boleh lah sembang mai tengok kau jadi apa
cycwong,this far one the most stupid things that can allow happen notice the words the wall the entire chain command should fired seems that none them have brain 
kammosiwong,them are selfish mps and ministers they have lost track what happening the ground blood their hands they lust for power this time round rakyat have had enough 
idcasyraf,the bar low that can accept gomen that incompetent cuz these cunts are actively harming everyone 
syuhadafadzil,fight injustice against government failure 
dncalifornia,kan boleh ubah sikit tak demand resign dan bukan azmin ganti 
bangsawankelana,betapa kasihnya wanita pada negara ramai yang sanggup korbankan tudung hitam masing² 
lh_rml,susah tang mana org mcm hang wujud utk menyusahkan org 
aizatsh_,this time public anger prevalent ’ not ‘organised anger’ has affected every individual from travel restriction see family members deaths loss income this anger has mounted over the past months could grow bigger violent 
aizatsh_,legal retaliation will not make public anger subside but the opposite the more you press the people the more people will rise and resist through their own ways 
wannuraisha96,enough this shitty government  
azaneo,dah nak senja pun mak aku tak kasi turunkan lagi   
fadhilayman, langit pun sama gelap 
wan_muqry,babih
themomoysss,please trend this hashstags kita memang dah fucked menangis tengok huru hara jadi tapi kerajaan masih senyap tanpa apa2 bantuan
thxmbyulie,are very much disappointed with the current regime all sick and tired with their desperate attempts kill all 
hhpixels,jangan takut 
haissazch,don’ stop  
blackk0k0,comment sikit 
cakenotcrumbs,tak seberapa tapi you get the point sebab dah penat sampai bila penat sakit celaru dorang apa tau 
viggystrdust,must feel each moment pain endured our people every second the violence austerity forced upon the downtrodden every step towards the edge for those suffering mental anguish every single death and lost life must demand justice for the lives ruined 
wvgif,the best saw today were made black garbage bags sesuai sangatlah dengan jemaah menteri kerajaan muhyiddin yassin yang busuk dan elok ditongsampahkan tempat kamu semua memang dengan tulang ikan perut ayam sayur busuk dalam 
chickweed79,kejap lagi hilang trending 
amrhaqlhrzk,terlewat sbb aku tido masa sepatutnya pun gambar masa awal tahun penting 
acapdesouza,kalau kerajaan yang baik ingin dijatuhkan pastinya ada rakyat yang teguh mempertahankan tapi kalau rakyat sendiri yang menyokong kerajaan jatuh maka fikirkanlah kedudukan kalian hati rakyat 
queermalaysia,ready the guillotine 
mohdkennedy,kita dari durham untuk malaysia 
neexxzz,the nearest allowed hang kat rumah  
md_syzwan,kenapa kerajaan tak menambah fasiliti asas macam ambulans boleh beli takkan takda duit beli stand drip etc takkan tggu jugak kot 
realvanathiah,kita kita kita kibar kita kibar kita laung apakan daya semuanya kekal sama akan tetapi kami tidak akan putus asa sehingga suatu hari kita akan menang 
youngaljunied,kerajaan gagal pergi mampos 
diniemohdfadil,demi agama bangsa dan negara kita 
afafasyrafaor,aku sembang dengan mak aku ada movement mak aku kata ishh depa tak bersyukur apa kerajaan dah bagi simple aku kata mudah mak kata gitu sbb bulan² dok masuk gaji 
umairahmhd_,walaupun tgh quarantine tkboleh keluar bilik tapi aku boleh gantung shawl aku utk support 
themediaxpress,inilah soldadu pertama 
ejattishere,try and stop what rise above gonna rise above when they can themselves rise above gonna rise above 
myzanash89,huum kasihan penduduk selangor pong cos dpt vaksin 
aj36912151821,malaysians sibuk nak and tiber mai kel 
nabiswho,hari pertama pkpd kemas rumah tanam pokok grooming kucing follow 
mk_anasomar,terbaek  copy buat 
lamyamim_,angkat bendera putih tak boleh susah macam mana pun jangan angkat bendera putih angkat tangan berdoa sahaja boleh wahai pak pak lebai sekalian kalau macam saya angkat jari tengah buat anda boleh 
2ndrandomizr,almost 150k tweets and counting ’ tired this clownery 
mytheorem,come 144k 
_nadiaaa16,put your black flags everyone  
vanillathundhh,tired this 
sue_lyy,solidarity with malaysians who are disappointed and lost trust 
la__tep,jadikan abg maskot 
shaedowh,jalan kan tanggung jawab sebagai rakyat kepada rakyat  
annieveeee,bontot kuali jauh lebih helok dari gov skrg 
cipkhui,aminnn mereka akan jadi orang2 menyesal alam kemudian kerna mengambil tanggungjawab sebagai pemerintah tapi hanya mahu menindas rakyat kita 
syahredzan,sebab itu orang sebab orang macam timbalan presiden bersatu 
weixhien,need more celebrities like and actually influence and educate people what’ going and creating awareness and you are not alone this 
jowo_taaugeh,and most the police too 
nasrulafiq_,pehh dah ada group hahahaha mantap2 tunggu laa border buka kes harini pun tak banyak lebih bastard  
dellalupi,lol cute bena jadi 
akubudakhiv,tidakkah engkau merasa malu 
oodlyoodle,this why 138k tweeted today 
histonomer,bodoh bodoh bodoh you can’ shut rakyat bodoh 
vivrehun,mean ’ better this way pun nak tangkap orang jugak bila masa pulak kibarkan bendera kat rumah sendiri and protesting social media salah nak tunggu sampai rakyat turun jalan macam mana bodoh sial police and government 
ikram_masiri,tetap lawan hahah
akmalmfao,they gonna use this akta sakit hati because they already scared 
afqaffy,free wallpaper 
shamsul__kamal,ada sekurang²nya perkataan tak wujud dalam kamus malu maruah 
fazren_aff,mungkin hari ini hari esok atau nanti kita tetap 
leesyottt,need actions not plans 
cycwong,incompetence with arrogance solidified 
adibluqy14,andai kata babi nak tangkap semua yang post atleast kasi aku habis dulu sem can 
ibnzakuan,142k keep counting keep tweeting rejim tidak pernah senang dengan solidariti rakyat 
luqmxnden,puas hati gila tengok benda nii 
nnjh1997,solidarity  
husna_hamran,harini aku pakai dari atas smpai bawah semua hitam aku dah penat dengan semua walaupun hny pakai dalam rumah tetap buat aku puas bukan senang aku nak tunjuk apa aku rasa solidariti rakyat malaysia 
